STRM,SUBJECT,CATALOG_NBR,PU_EVAL_CATEGORY,CRSE_ID,PU_EVAL_MEAN
1142,CHM,201,Lectures,975,2.72
1142,CHM,201,Papers; Reports; Problem Sets; Examinations,975,3.05
1142,CHM,201,Readings,975,3.13
1142,CHM,201,Classes,975,3.2
1142,CHM,201,Laboratories,975,4.12
1142,CHM,201,Overall Quality of the Course,975,2.75
1142,CHM,201,Feedback for other students:,975,3.2
1142,CHM,207,Lectures,981,3.78
1142,CHM,207,Papers; Reports; Problem Sets; Examinations,981,3.54
1142,CHM,207,Readings,981,3.18
1142,CHM,207,Classes,981,3.95
1142,CHM,207,Laboratories,981,3.88
1142,CHM,207,Overall Quality of the Course,981,3.77
1142,CHM,207,Feedback for other students:,981,4.08
1142,CHM,303,Lectures,986,3.44
1142,CHM,303,Papers; Reports; Problem Sets; Examinations,986,3.54
1142,CHM,303,Readings,986,3.15
1142,CHM,303,Classes,986,4.15
1142,CHM,303,Laboratories,986,4.1
1142,CHM,303,Overall Quality of the Course,986,3.57
1142,CHM,303,Feedback for other students:,986,3.59
1142,CHM,305,Lectures,991,3.92
1142,CHM,305,Papers; Reports; Problem Sets; Examinations,991,3.58
1142,CHM,305,Readings,991,3.15
1142,CHM,305,Precepts,991,3.5
1142,CHM,305,Overall Quality of the Course,991,3.7
1142,CHM,305,Feedback for other students:,991,3.79
1142,CHM,407,Lectures,994,4.08
1142,CHM,407,Papers; Reports; Problem Sets; Examinations,994,4
1142,CHM,407,Readings,994,3.56
1142,CHM,407,Precepts,994,4.58
1142,CHM,407,Overall Quality of the Course,994,3.92
1142,CHM,407,Feedback for other students:,994,4.33
1142,CHM,371,Lectures,998,3.35
1142,CHM,371,Papers; Reports; Problem Sets; Examinations,998,2.42
1142,CHM,371,Readings,998,3.4
1142,CHM,371,Laboratories,998,3.63
1142,CHM,371,Overall Quality of the Course,998,2.88
1142,CHM,371,Feedback for other students:,998,3.08
1142,CHM,403,Lectures,1001,3.52
1142,CHM,403,Papers; Reports; Problem Sets; Examinations,1001,3.36
1142,CHM,403,Readings,1001,3.5
1142,CHM,403,Precepts,1001,3.71
1142,CHM,403,Overall Quality of the Course,1001,3.21
1142,CHM,403,Feedback for other students:,1001,3.64
1142,CHM,405,Lectures,1003,2
1142,CHM,405,Papers; Reports; Problem Sets; Examinations,1003,2.5
1142,CHM,405,Readings,1003,4
1142,CHM,405,Precepts,1003,4.75
1142,CHM,405,Overall Quality of the Course,1003,3.2
1142,CHM,405,Feedback for other students:,1003,3.5
1142,CHM,501,Lectures,1007,3.58
1142,CHM,501,Papers; Reports; Problem Sets; Examinations,1007,3.1
1142,CHM,501,Readings,1007,3.25
1142,CHM,501,Overall Quality of the Course,1007,3.4
1142,CHM,501,Feedback for other students:,1007,3.5
1142,CHM,503,Lectures,1009,3.19
1142,CHM,503,Papers; Reports; Problem Sets; Examinations,1009,3.31
1142,CHM,503,Readings,1009,3.5
1142,CHM,503,Overall Quality of the Course,1009,3.42
1142,CHM,503,Feedback for other students:,1009,3.31
1142,MSE,513,Lectures,1020,3.83
1142,MSE,513,Papers; Reports; Problem Sets; Examinations,1020,4.09
1142,MSE,513,Readings,1020,4.33
1142,MSE,513,Overall Quality of the Course,1020,4
1142,MSE,513,Feedback for other students:,1020,4.25
1142,CHM,512,Lectures,1021,4.5
1142,CHM,512,Papers; Reports; Problem Sets; Examinations,1021,4.5
1142,CHM,512,Readings,1021,4.75
1142,CHM,512,Overall Quality of the Course,1021,5
1142,CHM,512,Feedback for other students:,1021,5
1142,CHM,521,Lectures,1026,3.64
1142,CHM,521,Papers; Reports; Problem Sets; Examinations,1026,4
1142,CHM,521,Readings,1026,2.88
1142,CHM,521,Precepts,1026,3.7
1142,CHM,521,Overall Quality of the Course,1026,3.7
1142,CHM,521,Feedback for other students:,1026,3.91
1142,CHM,522,Lectures,1027,4.67
1142,CHM,522,Papers; Reports; Problem Sets; Examinations,1027,3.5
1142,CHM,522,Readings,1027,3.67
1142,CHM,522,Overall Quality of the Course,1027,4.36
1142,CHM,522,Feedback for other students:,1027,4.5
1142,CHM,530,Lectures,1031,4.63
1142,CHM,530,Papers; Reports; Problem Sets; Examinations,1031,4.07
1142,CHM,530,Readings,1031,3.8
1142,CHM,530,Overall Quality of the Course,1031,4.47
1142,CHM,530,Feedback for other students:,1031,4.63
1142,CHM,538,Lectures,1039,3.7
1142,CHM,538,Papers; Reports; Problem Sets; Examinations,1039,3.27
1142,CHM,538,Readings,1039,3.91
1142,CHM,538,Overall Quality of the Course,1039,3.58
1142,CHM,538,Feedback for other students:,1039,4.08
1142,CHM,539,Lectures,1040,3.33
1142,CHM,539,Papers; Reports; Problem Sets; Examinations,1040,3.67
1142,CHM,539,Readings,1040,4.2
1142,CHM,539,Overall Quality of the Course,1040,4
1142,CHM,539,Feedback for other students:,1040,4.33
1142,CHM,542,Lectures,1043,4.45
1142,CHM,542,Papers; Reports; Problem Sets; Examinations,1043,4.33
1142,CHM,542,Readings,1043,4.4
1142,CHM,542,Overall Quality of the Course,1043,4.53
1142,CHM,542,Feedback for other students:,1043,4.65
1142,CHI,101,Classes,1064,4.52
1142,CHI,101,Papers; Reports; Problem Sets; Examinations,1064,4.23
1142,CHI,101,Readings,1064,4.31
1142,CHI,101,Language,1064,4.64
1142,CHI,101,Overall Quality of the Course,1064,4.59
1142,CHI,101,Feedback for other students:,1064,4.63
1142,CHI,103,Classes,1066,4.2
1142,CHI,103,Papers; Reports; Problem Sets; Examinations,1066,3.57
1142,CHI,103,Readings,1066,3.41
1142,CHI,103,Language,1066,4.27
1142,CHI,103,Overall Quality of the Course,1066,4.14
1142,CHI,103,Feedback for other students:,1066,4.32
1142,CHI,105,Classes,1067,4.43
1142,CHI,105,Papers; Reports; Problem Sets; Examinations,1067,4.12
1142,CHI,105,Readings,1067,4.25
1142,CHI,105,Language,1067,4.56
1142,CHI,105,Overall Quality of the Course,1067,4.49
1142,CHI,105,Feedback for other students:,1067,4.5
1142,CHI,301,Classes,1070,4.83
1142,CHI,301,Papers; Reports; Problem Sets; Examinations,1070,4.4
1142,CHI,301,Readings,1070,4.33
1142,CHI,301,Language,1070,4.17
1142,CHI,301,Overall Quality of the Course,1070,4.67
1142,CHI,301,Feedback for other students:,1070,4.5
1142,CLA,212,Lectures,1090,3.77
1142,CLA,212,Papers; Reports; Problem Sets; Examinations,1090,3.82
1142,CLA,212,Readings,1090,4.3
1142,CLA,212,Precepts,1090,4.64
1142,CLA,212,Overall Quality of the Course,1090,4.21
1142,CLA,212,Feedback for other students:,1090,4.29
1142,CLA,219,Lectures,1096,4.11
1142,CLA,219,Papers; Reports; Problem Sets; Examinations,1096,3.79
1142,CLA,219,Readings,1096,3.47
1142,CLA,219,Precepts,1096,4.13
1142,CLA,219,Overall Quality of the Course,1096,4.02
1142,CLA,219,Feedback for other students:,1096,4.22
1142,CLA,326,Classes,1104,3.89
1142,CLA,326,Papers; Reports; Problem Sets; Examinations,1104,4
1142,CLA,326,Readings,1104,4.5
1142,CLA,326,Overall Quality of the Course,1104,4
1142,CLA,326,Feedback for other students:,1104,4.11
1142,MSE,302,Lectures,1192,3.76
1142,MSE,302,Papers; Reports; Problem Sets; Examinations,1192,3.3
1142,MSE,302,Readings,1192,3.67
1142,MSE,302,Laboratories,1192,4.64
1142,MSE,302,Overall Quality of the Course,1192,3.91
1142,MSE,302,Feedback for other students:,1192,4.27
1142,MSE,501,Lectures,1193,4.71
1142,MSE,501,Papers; Reports; Problem Sets; Examinations,1193,4.17
1142,MSE,501,Readings,1193,4.75
1142,MSE,501,Overall Quality of the Course,1193,4.44
1142,MSE,501,Feedback for other students:,1193,4.5
1142,CWR,201,Classes,1204,4.31
1142,CWR,201,Papers; Reports; Problem Sets; Examinations,1204,4.43
1142,CWR,201,Readings,1204,4.16
1142,CWR,201,Overall Quality of the Course,1204,4.31
1142,CWR,201,Feedback for other students:,1204,4.62
1142,CWR,203,Classes,1206,4.7
1142,CWR,203,Papers; Reports; Problem Sets; Examinations,1206,4.59
1142,CWR,203,Readings,1206,4.5
1142,CWR,203,Overall Quality of the Course,1206,4.74
1142,CWR,203,Feedback for other students:,1206,4.88
1142,CWR,205,Classes,1208,4
1142,CWR,205,Papers; Reports; Problem Sets; Examinations,1208,3.25
1142,CWR,205,Readings,1208,1
1142,CWR,205,Overall Quality of the Course,1208,3.67
1142,CWR,205,Feedback for other students:,1208,4.17
1142,CWR,301,Classes,1222,4.9
1142,CWR,301,Papers; Reports; Problem Sets; Examinations,1222,4.75
1142,CWR,301,Readings,1222,4.9
1142,CWR,301,Overall Quality of the Course,1222,4.9
1142,CWR,301,Feedback for other students:,1222,5
1142,CWR,303,Classes,1224,4.55
1142,CWR,303,Papers; Reports; Problem Sets; Examinations,1224,4.2
1142,CWR,303,Readings,1224,4.25
1142,CWR,303,Overall Quality of the Course,1224,4.4
1142,CWR,303,Feedback for other students:,1224,4.67
1142,EAS,225,Lectures,1258,4.2
1142,EAS,225,Papers; Reports; Problem Sets; Examinations,1258,3.4
1142,EAS,225,Readings,1258,4.13
1142,EAS,225,Precepts,1258,4.27
1142,EAS,225,Overall Quality of the Course,1258,4.07
1142,EAS,225,Feedback for other students:,1258,4.4
1142,EAS,232,Lectures,1260,4
1142,EAS,232,Papers; Reports; Problem Sets; Examinations,1260,4.56
1142,EAS,232,Readings,1260,3.67
1142,EAS,232,Overall Quality of the Course,1260,3.89
1142,EAS,232,Feedback for other students:,1260,4
1142,EAS,300,Seminars,1262,3.82
1142,EAS,300,Papers; Reports; Problem Sets; Examinations,1262,3.73
1142,EAS,300,Readings,1262,3.82
1142,EAS,300,Overall Quality of the Course,1262,3.55
1142,EAS,300,Feedback for other students:,1262,3.82
1142,EAS,344,Seminars,1278,4.67
1142,EAS,344,Papers; Reports; Problem Sets; Examinations,1278,4.17
1142,EAS,344,Readings,1278,4.67
1142,EAS,344,Overall Quality of the Course,1278,4.67
1142,EAS,344,Feedback for other students:,1278,4.83
1142,EAS,415,Seminars,1286,4.5
1142,EAS,415,Papers; Reports; Problem Sets; Examinations,1286,4
1142,EAS,415,Readings,1286,4.75
1142,EAS,415,Overall Quality of the Course,1286,4.67
1142,EAS,415,Feedback for other students:,1286,4.75
1142,MED,227,Lectures,1375,5
1142,MED,227,Papers; Reports; Problem Sets; Examinations,1375,4.71
1142,MED,227,Readings,1375,4.71
1142,MED,227,Overall Quality of the Course,1375,5
1142,MED,227,Feedback for other students:,1375,5
1142,ECO,101,Lectures,1380,3.86
1142,ECO,101,Papers; Reports; Problem Sets; Examinations,1380,3.63
1142,ECO,101,Readings,1380,3.7
1142,ECO,101,Classes,1380,3.98
1142,ECO,101,Overall Quality of the Course,1380,3.85
1142,ECO,101,Feedback for other students:,1380,4.17
1142,ECO,100,Lectures,1381,4.62
1142,ECO,100,Papers; Reports; Problem Sets; Examinations,1381,3.75
1142,ECO,100,Readings,1381,3.51
1142,ECO,100,Classes,1381,3.88
1142,ECO,100,Overall Quality of the Course,1381,4.16
1142,ECO,100,Feedback for other students:,1381,4.41
1142,ECO,300,Lectures,1388,3.85
1142,ECO,300,Papers; Reports; Problem Sets; Examinations,1388,3.44
1142,ECO,300,Readings,1388,3.47
1142,ECO,300,Classes,1388,3.59
1142,ECO,300,Overall Quality of the Course,1388,3.62
1142,ECO,300,Feedback for other students:,1388,3.76
1142,ECO,302,Lectures,1389,3.19
1142,ECO,302,Papers; Reports; Problem Sets; Examinations,1389,3.5
1142,ECO,302,Readings,1389,3.3
1142,ECO,302,Classes,1389,4.1
1142,ECO,302,Overall Quality of the Course,1389,3.35
1142,ECO,302,Feedback for other students:,1389,3.65
1142,ECO,310,Lectures,1391,2.8
1142,ECO,310,Papers; Reports; Problem Sets; Examinations,1391,2.7
1142,ECO,310,Readings,1391,2.85
1142,ECO,310,Classes,1391,3.02
1142,ECO,310,Overall Quality of the Course,1391,2.51
1142,ECO,310,Feedback for other students:,1391,3.09
1142,ECO,312,Lectures,1392,4.07
1142,ECO,312,Papers; Reports; Problem Sets; Examinations,1392,3.86
1142,ECO,312,Readings,1392,3.62
1142,ECO,312,Classes,1392,4.86
1142,ECO,312,Overall Quality of the Course,1392,3.8
1142,ECO,312,Feedback for other students:,1392,4.27
1142,ECO,321,Lectures,1397,4.67
1142,ECO,321,Papers; Reports; Problem Sets; Examinations,1397,4.4
1142,ECO,321,Readings,1397,3
1142,ECO,321,Classes,1397,4
1142,ECO,321,Overall Quality of the Course,1397,4.83
1142,ECO,321,Feedback for other students:,1397,4.57
1142,ECO,362,Lectures,1403,3.17
1142,ECO,362,Papers; Reports; Problem Sets; Examinations,1403,2.95
1142,ECO,362,Readings,1403,3.03
1142,ECO,362,Precepts,1403,4.29
1142,ECO,362,Overall Quality of the Course,1403,3.17
1142,ECO,362,Feedback for other students:,1403,3.6
1142,ECO,351,Lectures,1407,3.29
1142,ECO,351,Papers; Reports; Problem Sets; Examinations,1407,3.43
1142,ECO,351,Readings,1407,4.5
1142,ECO,351,Precepts,1407,2.5
1142,ECO,351,Overall Quality of the Course,1407,3.14
1142,ECO,351,Feedback for other students:,1407,3.14
1142,ECO,531,Papers; Reports; Problem Sets; Examinations,1456,3.8
1142,ECO,531,Readings,1456,4
1142,ECO,531,Overall Quality of the Course,1456,4.67
1142,ECO,531,Feedback for other students:,1456,4.4
1142,ECO,541,Lectures,1460,4
1142,ECO,541,Papers; Reports; Problem Sets; Examinations,1460,4
1142,ECO,541,Readings,1460,4.17
1142,ECO,541,Overall Quality of the Course,1460,4.4
1142,ECO,541,Feedback for other students:,1460,4.5
1142,ECO,551,Lectures,1462,4.75
1142,ECO,551,Papers; Reports; Problem Sets; Examinations,1462,4.25
1142,ECO,551,Readings,1462,4.5
1142,ECO,551,Overall Quality of the Course,1462,4.75
1142,ECO,551,Feedback for other students:,1462,4.75
1142,ECO,553,Lectures,1463,4.5
1142,ECO,553,Papers; Reports; Problem Sets; Examinations,1463,4.33
1142,ECO,553,Readings,1463,5
1142,ECO,553,Overall Quality of the Course,1463,4.5
1142,ECO,553,Feedback for other students:,1463,4.75
1142,ECO,562,Lectures,1467,4
1142,ECO,562,Papers; Reports; Problem Sets; Examinations,1467,3.33
1142,ECO,562,Readings,1467,4.4
1142,ECO,562,Overall Quality of the Course,1467,4
1142,ECO,562,Feedback for other students:,1467,4.2
1142,POP,501,Lectures,1471,3.67
1142,POP,501,Papers; Reports; Problem Sets; Examinations,1471,4.25
1142,POP,501,Readings,1471,4.57
1142,POP,501,Overall Quality of the Course,1471,4
1142,POP,501,Feedback for other students:,1471,4.14
1142,ECO,581A,Seminars,1476,4
1142,ECO,581A,Papers; Reports; Problem Sets; Examinations,1476,0
1142,ECO,581A,Readings,1476,5
1142,ECO,581A,Overall Quality of the Course,1476,4
1142,ECO,581A,Feedback for other students:,1476,4.5
1142,ECO,581C,Seminars,1478,5
1142,ECO,581C,Papers; Reports; Problem Sets; Examinations,1478,5
1142,ECO,581C,Readings,1478,5
1142,ECO,581C,Overall Quality of the Course,1478,5
1142,ECO,581C,Feedback for other students:,1478,4.67
1142,ECO,581D,Seminars,1479,5
1142,ECO,581D,Papers; Reports; Problem Sets; Examinations,1479,0
1142,ECO,581D,Readings,1479,0
1142,ECO,581D,Overall Quality of the Course,1479,5
1142,ECO,581D,Feedback for other students:,1479,4
1142,ECO,581E,Seminars,1480,4
1142,ECO,581E,Papers; Reports; Problem Sets; Examinations,1480,0
1142,ECO,581E,Readings,1480,0
1142,ECO,581E,Overall Quality of the Course,1480,4.5
1142,ECO,581E,Feedback for other students:,1480,4
1142,ECO,581F,Seminars,1481,5
1142,ECO,581F,Papers; Reports; Problem Sets; Examinations,1481,0
1142,ECO,581F,Readings,1481,5
1142,ECO,581F,Overall Quality of the Course,1481,5
1142,ECO,581F,Feedback for other students:,1481,4.8
1142,ECO,581H,Seminars,1483,5
1142,ECO,581H,Papers; Reports; Problem Sets; Examinations,1483,5
1142,ECO,581H,Readings,1483,5
1142,ECO,581H,Overall Quality of the Course,1483,5
1142,ECO,581H,Feedback for other students:,1483,4.57
1142,ECO,500,Lectures,1512,4.38
1142,ECO,500,Papers; Reports; Problem Sets; Examinations,1512,3.92
1142,ECO,500,Readings,1512,3.64
1142,ECO,500,Precepts,1512,3
1142,ECO,500,Overall Quality of the Course,1512,4.08
1142,ECO,500,Feedback for other students:,1512,4.08
1142,EEB,211,Lectures,1521,3.81
1142,EEB,211,Papers; Reports; Problem Sets; Examinations,1521,2.64
1142,EEB,211,Readings,1521,2.72
1142,EEB,211,Classes,1521,3.78
1142,EEB,211,Laboratories,1521,3.37
1142,EEB,211,Overall Quality of the Course,1521,3.34
1142,EEB,211,Feedback for other students:,1521,3.59
1142,EEB,309,Lectures,1526,2.3
1142,EEB,309,Papers; Reports; Problem Sets; Examinations,1526,2
1142,EEB,309,Readings,1526,3.6
1142,EEB,309,Precepts,1526,3.23
1142,EEB,309,Overall Quality of the Course,1526,2.06
1142,EEB,309,Feedback for other students:,1526,2.47
1142,EEB,321,Lectures,1538,4.72
1142,EEB,321,Papers; Reports; Problem Sets; Examinations,1538,3.89
1142,EEB,321,Readings,1538,4.14
1142,EEB,321,Laboratories,1538,3.92
1142,EEB,321,Overall Quality of the Course,1538,4.5
1142,EEB,321,Feedback for other students:,1538,4.69
1142,EEB,504,Seminars,1561,4
1142,EEB,504,Papers; Reports; Problem Sets; Examinations,1561,0
1142,EEB,504,Readings,1561,3
1142,EEB,504,Overall Quality of the Course,1561,3
1142,ECO,353,Lectures,1409,3.71
1142,ECO,353,Papers; Reports; Problem Sets; Examinations,1409,3.61
1142,ECO,353,Readings,1409,3.32
1142,ECO,353,Precepts,1409,4.17
1142,ECO,353,Overall Quality of the Course,1409,3.83
1142,ECO,353,Feedback for other students:,1409,3.96
1142,ECO,324,Lectures,1410,4.44
1142,ECO,324,Papers; Reports; Problem Sets; Examinations,1410,3.11
1142,ECO,324,Readings,1410,3.58
1142,ECO,324,Overall Quality of the Course,1410,3.86
1142,ECO,324,Feedback for other students:,1410,4.11
1142,ECO,341,Lectures,1414,3.33
1142,ECO,341,Papers; Reports; Problem Sets; Examinations,1414,3.5
1142,ECO,341,Readings,1414,3.6
1142,ECO,341,Classes,1414,3.72
1142,ECO,341,Overall Quality of the Course,1414,3.28
1142,ECO,341,Feedback for other students:,1414,3.61
1142,ECO,342,Lectures,1415,3.4
1142,ECO,342,Papers; Reports; Problem Sets; Examinations,1415,3.08
1142,ECO,342,Readings,1415,3.26
1142,ECO,342,Classes,1415,4.31
1142,ECO,342,Overall Quality of the Course,1415,3.42
1142,ECO,342,Feedback for other students:,1415,3.56
1142,ECO,464,Lectures,1431,4.43
1142,ECO,464,Papers; Reports; Problem Sets; Examinations,1431,3.5
1142,ECO,464,Readings,1431,3.77
1142,ECO,464,Precepts,1431,2.5
1142,ECO,464,Overall Quality of the Course,1431,4.21
1142,ECO,464,Feedback for other students:,1431,4.29
1142,ECO,501,Lectures,1435,3.36
1142,ECO,501,Papers; Reports; Problem Sets; Examinations,1435,3.63
1142,ECO,501,Readings,1435,3.59
1142,ECO,501,Precepts,1435,4.94
1142,ECO,501,Overall Quality of the Course,1435,3.67
1142,ECO,501,Feedback for other students:,1435,3.89
1142,ECO,503,Lectures,1437,4.93
1142,ECO,503,Papers; Reports; Problem Sets; Examinations,1437,4.53
1142,ECO,503,Readings,1437,4.33
1142,ECO,503,Precepts,1437,4.5
1142,ECO,503,Overall Quality of the Course,1437,4.87
1142,ECO,503,Feedback for other students:,1437,4.87
1142,ECO,511,Lectures,1440,4.75
1142,ECO,511,Papers; Reports; Problem Sets; Examinations,1440,5
1142,ECO,511,Readings,1440,5
1142,ECO,511,Overall Quality of the Course,1440,5
1142,ECO,511,Feedback for other students:,1440,4.75
1142,ECO,514,Lectures,1443,4.17
1142,ECO,514,Papers; Reports; Problem Sets; Examinations,1443,3.67
1142,ECO,514,Readings,1443,4.5
1142,ECO,514,Overall Quality of the Course,1443,4
1142,ECO,514,Feedback for other students:,1443,4.5
1142,ECO,515,Lectures,1444,3
1142,ECO,515,Papers; Reports; Problem Sets; Examinations,1444,2.5
1142,ECO,515,Readings,1444,4
1142,ECO,515,Overall Quality of the Course,1444,3
1142,ECO,515,Feedback for other students:,1444,3
1142,ECO,517,Lectures,1446,2.73
1142,ECO,517,Papers; Reports; Problem Sets; Examinations,1446,2.87
1142,ECO,517,Readings,1446,2.86
1142,ECO,517,Precepts,1446,2.6
1142,ECO,517,Overall Quality of the Course,1446,2.73
1142,ECO,517,Feedback for other students:,1446,3.33
1142,ECO,519,Lectures,1448,4.6
1142,ECO,519,Papers; Reports; Problem Sets; Examinations,1448,4.4
1142,ECO,519,Readings,1448,4.1
1142,ECO,519,Overall Quality of the Course,1448,4.4
1142,ECO,519,Feedback for other students:,1448,4.45
1142,ECO,520,Lectures,1449,3.6
1142,ECO,520,Papers; Reports; Problem Sets; Examinations,1449,3.5
1142,ECO,520,Readings,1449,4
1142,ECO,520,Overall Quality of the Course,1449,3.6
1142,ECO,520,Feedback for other students:,1449,4.2
1142,ECO,521,Lectures,1450,4.5
1142,ECO,521,Papers; Reports; Problem Sets; Examinations,1450,3.83
1142,ECO,521,Readings,1450,4.5
1142,ECO,521,Overall Quality of the Course,1450,4.67
1142,ECO,521,Feedback for other students:,1450,4.67
1142,ECO,523,Lectures,1452,5
1142,ECO,523,Papers; Reports; Problem Sets; Examinations,1452,4.43
1142,ECO,523,Readings,1452,4.71
1142,ECO,523,Overall Quality of the Course,1452,5
1142,ECO,523,Feedback for other students:,1452,4.86
1142,ECO,525,Lectures,1454,3.42
1142,ECO,525,Papers; Reports; Problem Sets; Examinations,1454,3.5
1142,ECO,525,Readings,1454,4
1142,ECO,525,Overall Quality of the Course,1454,4
1142,ECO,525,Feedback for other students:,1454,4.33
1142,ECO,531,Lectures,1456,4.2
1142,AAS,201,Lectures,4,4.67
1142,AAS,201,Papers; Reports; Problem Sets; Examinations,4,4.4
1142,AAS,201,Readings,4,4.13
1142,AAS,201,Precepts,4,4.6
1142,AAS,201,Overall Quality of the Course,4,4.64
1142,AAS,201,Feedback for other students:,4,4.73
1142,AAS,353,Lectures,8,4.07
1142,AAS,353,Papers; Reports; Problem Sets; Examinations,8,3.8
1142,AAS,353,Readings,8,3.93
1142,AAS,353,Precepts,8,3.85
1142,AAS,353,Overall Quality of the Course,8,4
1142,AAS,353,Feedback for other students:,8,4.33
1142,ANT,201,Lectures,146,4.11
1142,ANT,201,Papers; Reports; Problem Sets; Examinations,146,3.6
1142,ANT,201,Readings,146,3.8
1142,ANT,201,Precepts,146,4.03
1142,ANT,201,Overall Quality of the Course,146,4
1142,ANT,201,Feedback for other students:,146,4.09
1142,ANT,304,Seminars,160,4.5
1142,ANT,304,Papers; Reports; Problem Sets; Examinations,160,4
1142,ANT,304,Readings,160,4.29
1142,ANT,304,Overall Quality of the Course,160,4.43
1142,ANT,304,Feedback for other students:,160,4.63
1142,ARC,203,Lectures,283,3.83
1142,ARC,203,Papers; Reports; Problem Sets; Examinations,283,3.44
1142,ARC,203,Readings,283,3.2
1142,ARC,203,Precepts,283,2.74
1142,ARC,203,Overall Quality of the Course,283,3.61
1142,ARC,203,Feedback for other students:,283,3.88
1142,ARC,311,Lectures,295,3.44
1142,ARC,311,Papers; Reports; Problem Sets; Examinations,295,2.43
1142,ARC,311,Readings,295,2.86
1142,ARC,311,Laboratories,295,4.63
1142,ARC,311,Overall Quality of the Course,295,3
1142,ARC,311,Feedback for other students:,295,3.38
1142,ARC,401,Seminars,301,3.71
1142,ARC,401,Papers; Reports; Problem Sets; Examinations,301,3.71
1142,ARC,401,Readings,301,4.21
1142,ARC,401,Overall Quality of the Course,301,3.86
1142,ARC,401,Feedback for other students:,301,4.14
1142,ARC,403,Seminars,303,3.63
1142,ARC,403,Papers; Reports; Problem Sets; Examinations,303,3.43
1142,ARC,403,Readings,303,3.14
1142,ARC,403,Overall Quality of the Course,303,3.63
1142,ARC,403,Feedback for other students:,303,3.88
1142,ARC,374,Seminars,308,4.44
1142,ARC,374,Papers; Reports; Problem Sets; Examinations,308,4.57
1142,ARC,374,Readings,308,3.86
1142,ARC,374,Overall Quality of the Course,308,4.6
1142,ARC,374,Feedback for other students:,308,4.73
1142,ARC,501,Studios,326,4.27
1142,ARC,501,Papers; Reports; Problem Sets; Examinations,326,3.25
1142,ARC,501,Readings,326,3.82
1142,ARC,501,Overall Quality of the Course,326,4.18
1142,ARC,501,Feedback for other students:,326,4.4
1142,ARC,503,Studios,330,4.4
1142,ARC,503,Papers; Reports; Problem Sets; Examinations,330,4.5
1142,ARC,503,Readings,330,4.25
1142,ARC,503,Overall Quality of the Course,330,4.4
1142,ARC,503,Feedback for other students:,330,4.7
1142,ARC,505A,Studios,338,4.5
1142,ARC,505A,Papers; Reports; Problem Sets; Examinations,338,4.5
1142,ARC,505A,Readings,338,4.2
1142,ARC,505A,Overall Quality of the Course,338,4.38
1142,ARC,505A,Feedback for other students:,338,4.71
1142,ARC,505B,Studios,339,4.33
1142,ARC,505B,Papers; Reports; Problem Sets; Examinations,339,4.25
1142,ARC,505B,Readings,339,4.43
1142,ARC,505B,Overall Quality of the Course,339,4.44
1142,ARC,505B,Feedback for other students:,339,4.44
1142,ARC,507,Studios,341,3.67
1142,ARC,507,Papers; Reports; Problem Sets; Examinations,341,2.75
1142,ARC,507,Readings,341,3
1142,ARC,507,Overall Quality of the Course,341,3.4
1142,ARC,507,Feedback for other students:,341,4.17
1142,ARC,510,Seminars,344,3
1142,ARC,510,Papers; Reports; Problem Sets; Examinations,344,2.17
1142,ARC,510,Readings,344,2.43
1142,ARC,510,Precepts,344,4
1142,ARC,510,Overall Quality of the Course,344,2.63
1142,ARC,510,Feedback for other students:,344,2.86
1142,ARC,514,Seminars,347,3.13
1142,ARC,514,Papers; Reports; Problem Sets; Examinations,347,3.25
1142,ARC,514,Readings,347,3
1142,ARC,514,Overall Quality of the Course,347,3.13
1142,ARC,514,Feedback for other students:,347,3.57
1142,ARC,525,Seminars,359,4.11
1142,ARC,525,Papers; Reports; Problem Sets; Examinations,359,3.88
1142,ARC,525,Readings,359,4.22
1142,ARC,525,Overall Quality of the Course,359,4.11
1142,ARC,525,Feedback for other students:,359,4.11
1142,ARC,547,Seminars,378,4.09
1142,ARC,547,Papers; Reports; Problem Sets; Examinations,378,3.71
1142,ARC,547,Readings,378,3.82
1142,ARC,547,Overall Quality of the Course,378,3.8
1142,ARC,547,Feedback for other students:,378,4.1
1142,ARC,549,Seminars,380,4.6
1142,ARC,549,Papers; Reports; Problem Sets; Examinations,380,5
1142,ARC,549,Readings,380,4.56
1142,ARC,549,Overall Quality of the Course,380,4.67
1142,ARC,549,Feedback for other students:,380,4.89
1142,ARC,575,Seminars,383,4.17
1142,ARC,575,Papers; Reports; Problem Sets; Examinations,383,4
1142,ARC,575,Readings,383,3.83
1142,ARC,575,Overall Quality of the Course,383,4
1142,ARC,575,Feedback for other students:,383,3.8
1142,ARC,577,Seminars,387,4.36
1142,ARC,577,Papers; Reports; Problem Sets; Examinations,387,4.11
1142,ARC,577,Readings,387,4.64
1142,ARC,577,Overall Quality of the Course,387,4.36
1142,ARC,577,Feedback for other students:,387,4.64
1142,ARC,562,Seminars,388,4.25
1142,ARC,562,Papers; Reports; Problem Sets; Examinations,388,4.13
1142,ARC,562,Readings,388,4.13
1142,ARC,562,Overall Quality of the Course,388,4.25
1142,ARC,562,Feedback for other students:,388,4.5
1142,ARA,101,Classes,488,4.23
1142,ARA,101,Papers; Reports; Problem Sets; Examinations,488,3.73
1142,ARA,101,Readings,488,3.57
1142,ARA,101,Language,488,4.21
1142,ARA,101,Overall Quality of the Course,488,4.24
1142,ARA,101,Feedback for other students:,488,4.46
